[ Jun 19 2022 03:49:41:2510] | [+] Address at index 1 cleaned | Cleaned Address: 165, West 4th Street, Chillicothe, Ross County, Ohio, 45601, United States
[ Jun 19 2022 03:54:06:8777] | [+] Address at index 367 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:07:4092] | [+] Address at index 368 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:07:9700] | [+] Address at index 369 cleaned | Cleaned Address: Thriftique Resale, 5990, Southwest 185th Avenue, Aloha Lang Center, Beaverton, Washington County, Oregon, 97007, United States
[ Jun 19 2022 03:54:08:4756] | [+] Address at index 370 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:09:0284] | [+] Address at index 371 cleaned | Cleaned Address: 18865, Southwest Johnson Street, Willow Springs, Aloha, Washington County, Oregon, 97003, United States
[ Jun 19 2022 03:54:09:5851] | [+] Address at index 372 cleaned | Cleaned Address: Aloha United Methodist Church, 2270, Southwest 198th Avenue, Aloha, Washington County, Oregon, 97003, United States
[ Jun 19 2022 03:54:10:1117] | [+] Address at index 373 cleaned | Cleaned Address: Tualatin Valley Community Church, 511, Southwest 211th Avenue, Sutherland Meadows, Washington County, Oregon, 97006, United States
[ Jun 19 2022 03:54:10:6342] | [+] Address at index 374 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:11:1486] | [+] Address at index 375 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:11:7043] | [+] Address at index 376 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:12:2260] | [+] Address at index 377 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:12:7540] | [+] Address at index 378 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:13:3032] | [+] Address at index 379 cleaned | Cleaned Address: 50, Luda Street, Russell Springs, Russell County, Kentucky, 42642, United States
[ Jun 19 2022 03:54:13:9132] | [+] Address at index 380 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:14:9483] | [+] Address at index 381 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:15:4695] | [+] Address at index 382 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:16:0183] | [+] Address at index 383 cleaned | Cleaned Address: Second Presbyterian Church, 3701, Old Brownsboro Road, Rolling Fields, Jefferson County, Kentucky, 40207, United States
[ Jun 19 2022 03:54:16:5642] | [+] Address at index 384 cleaned | Cleaned Address: Four Little Pigs BBQ restaurant, 198, West 5th Street, Benton, Marshall County, Kentucky, 42025, United States
[ Jun 19 2022 03:54:17:0774] | [+] Address at index 385 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:17:6134] | [+] Address at index 386 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:18:1453] | [+] Address at index 387 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:18:7253] | [+] Address at index 388 cleaned | Cleaned Address: 1st United Methodist Church;The Growing Place, 401, West Main Street, Richmond downtown, Richmond, Madison County, Kentucky, 40475, United States
[ Jun 19 2022 03:54:19:2315] | [+] Address at index 389 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:23:2288] | [+] Address at index 390 cleaned | Cleaned Address: Exception Raised: HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=12700+West+U.S.+Highway+42+Missouri%2C+Kentucky%2C+40059&format=json&limit=1 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Read timed out. (read timeout=1)"))
[ Jun 19 2022 03:54:23:7379] | [+] Address at index 391 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:24:3283] | [+] Address at index 392 cleaned | Cleaned Address: 5252, South Lindbergh Boulevard, Sappington, Saint Louis County, Missouri, 63126, United States
[ Jun 19 2022 03:54:24:8374] | [+] Address at index 393 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:25:4077] | [+] Address at index 394 cleaned | Cleaned Address: 12145, Tesson Ferry Road, Concord, Sappington, Saint Louis County, Missouri, 63128, United States
[ Jun 19 2022 03:54:25:9769] | [+] Address at index 395 cleaned | Cleaned Address: 10020, Kennerly Road, Sappington, Saint Louis County, Missouri, 63128, United States
[ Jun 19 2022 03:54:26:5192] | [+] Address at index 396 cleaned | Cleaned Address: Eureka United Methodist Church, 215, North Central Avenue, Eureka, Saint Louis County, Missouri, 63025, United States
[ Jun 19 2022 03:54:27:0435] | [+] Address at index 397 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:27:6145] | [+] Address at index 398 cleaned | Cleaned Address: East 171st Street, Belton, Cass County, Missouri, 64012, United States
[ Jun 19 2022 03:54:28:1202] | [+] Address at index 399 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:28:7114] | [+] Address at index 400 cleaned | Cleaned Address: 412, West Main Street, Madison, Jefferson County, Indiana, 47250, United States
[ Jun 19 2022 03:54:29:2569] | [+] Address at index 401 cleaned | Cleaned Address: 2632, Michigan Road, Industrial Park, Madison, Jefferson County, Indiana, 47250, United States
[ Jun 19 2022 03:54:29:7668] | [+] Address at index 402 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:30:3056] | [+] Address at index 403 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:30:9218] | [+] Address at index 404 cleaned | Cleaned Address: Bus Stop Drive, Madison, Jefferson County, Indiana, 47250, United States
[ Jun 19 2022 03:54:31:4380] | [+] Address at index 405 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:32:0163] | [+] Address at index 406 cleaned | Cleaned Address: 821, South Indiana Avenue, French Lick, Orange County, Indiana, 47432, United States
[ Jun 19 2022 03:54:32:6034] | [+] Address at index 407 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:33:1562] | [+] Address at index 408 cleaned | Cleaned Address: 1458, County Street, Pottersville, Somerset, Bristol County, Massachusetts, 02726, United States
[ Jun 19 2022 03:54:33:6671] | [+] Address at index 409 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:34:2178] | [+] Address at index 410 cleaned | Cleaned Address: 27, Church Street, Mattapoisett, Plymouth County, Massachusetts, 02739, United States
[ Jun 19 2022 03:54:34:7589] | [+] Address at index 411 cleaned | Cleaned Address: 130, Boston Turnpike, Fairlawn, Shrewsbury, Worcester County, Massachusetts, 01545, United States
[ Jun 19 2022 03:54:35:2999] | [+] Address at index 412 cleaned | Cleaned Address: 483, Great Neck Road South, Pine Tree Corner, Mashpee Neck, Mashpee, Barnstable County, Massachusetts, 02649, United States
[ Jun 19 2022 03:54:35:8335] | [+] Address at index 413 cleaned | Cleaned Address: United Methodist Church of Eastham, 3200, State Highway, Eastham, Barnstable County, Massachusetts, 02642, United States
[ Jun 19 2022 03:54:36:3510] | [+] Address at index 414 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:36:8860] | [+] Address at index 415 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:37:4202] | [+] Address at index 416 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:37:9721] | [+] Address at index 417 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:38:5047] | [+] Address at index 418 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:39:0407] | [+] Address at index 419 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:39:5600] | [+] Address at index 420 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:40:0985] | [+] Address at index 421 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:40:6294] | [+] Address at index 422 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:41:1657] | [+] Address at index 423 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:41:7211] | [+] Address at index 424 cleaned | Cleaned Address: 45, North Road, Castleton, Rutland County, Vermont, 05735, United States
[ Jun 19 2022 03:54:42:2806] | [+] Address at index 425 cleaned | Cleaned Address: 16, Church Street, Jeffersonville, Cambridge, Lamoille County, Vermont, 05464, United States
[ Jun 19 2022 03:54:43:2217] | [+] Address at index 426 cleaned | Cleaned Address: Saint Johns Street, Johnson, Lamoille County, Vermont, 05656, United States
[ Jun 19 2022 03:54:43:7422] | [+] Address at index 427 cleaned | Cleaned Address: First United Methodist Church, 21, Buell Street, Downtown, Burlington, Chittenden County, Vermont, 05401, United States
[ Jun 19 2022 03:54:44:2595] | [+] Address at index 428 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:44:8387] | [+] Address at index 429 cleaned | Cleaned Address: 102, Prospect Street, Hyde Park, Lamoille County, Vermont, 05655, United States
[ Jun 19 2022 03:54:45:3503] | [+] Address at index 430 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:45:8774] | [+] Address at index 431 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:46:4020] | [+] Address at index 432 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:46:9467] | [+] Address at index 433 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:47:5130] | [+] Address at index 434 cleaned | Cleaned Address: 155, South Hickory Street, Angier, Harnett County, North Carolina, 27501, United States
[ Jun 19 2022 03:54:48:0667] | [+] Address at index 435 cleaned | Cleaned Address: 509, South Van Buren Road, Central Area, Bearslide, Eden, Rockingham County, North Carolina, 27288, United States
[ Jun 19 2022 03:54:48:6118] | [+] Address at index 436 cleaned | Cleaned Address: UNC Rockingham Health Care, 117, East Kings Highway, Central Area, Bearslide, Eden, Rockingham County, North Carolina, 27288, United States
[ Jun 19 2022 03:54:49:4241] | [+] Address at index 437 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:49:9807] | [+] Address at index 438 cleaned | Cleaned Address: Old Durham Road, Somerset, City of Roxboro, Person County, North Carolina, 27573, United States
[ Jun 19 2022 03:54:50:5228] | [+] Address at index 439 cleaned | Cleaned Address: 2300, Oak Drive, Airport Heights, Anchorage, Alaska, 99508, Anchorage
[ Jun 19 2022 03:54:51:0384] | [+] Address at index 440 cleaned | Cleaned Address: 8141, Briarwood Street, Anchorage, Alaska, 99518, Anchorage
[ Jun 19 2022 03:54:51:5927] | [+] Address at index 441 cleaned | Cleaned Address: 10821, Totem Road, Totem LRSA, Anchorage, Alaska, 99516, United States
[ Jun 19 2022 03:54:52:1106] | [+] Address at index 442 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:52:6584] | [+] Address at index 443 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:53:2464] | [+] Address at index 444 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:53:7669] | [+] Address at index 445 cleaned | Cleaned Address: 10830, Elmore Road, Anchorage, Alaska, 99516, Anchorage
[ Jun 19 2022 03:54:54:2805] | [+] Address at index 446 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:54:8140] | [+] Address at index 447 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:55:5302] | [+] Address at index 448 cleaned | Cleaned Address: 2220, Atlanta Road Southeast, Smyrna, Cobb County, Georgia, 30080, United States
[ Jun 19 2022 03:54:56:2388] | [+] Address at index 449 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:56:7395] | [+] Address at index 450 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:57:3094] | [+] Address at index 451 cleaned | Cleaned Address: Rockaway Road, Senoia, Coweta County, Georgia, 30276, United States
[ Jun 19 2022 03:54:58:5049] | [+] Address at index 452 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:59:0074] | [+] Address at index 453 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:54:59:5659] | [+] Address at index 454 cleaned | Cleaned Address: 7439, West Strickland Street, Mountainview Estates, Douglasville, Douglas County, Georgia, 30134, United States
[ Jun 19 2022 03:55:00:0651] | [+] Address at index 455 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:00:5922] | [+] Address at index 456 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:01:1249] | [+] Address at index 457 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:01:6895] | [+] Address at index 458 cleaned | Cleaned Address: 217, West Center Street, Fostoria, Seneca County, Ohio, 44830, United States
[ Jun 19 2022 03:55:02:1926] | [+] Address at index 459 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:02:7774] | [+] Address at index 460 cleaned | Cleaned Address: 200, Highland Drive, Medina, Medina County, Ohio, 44256, United States
[ Jun 19 2022 03:55:03:3039] | [+] Address at index 461 cleaned | Cleaned Address: 416, South Broadway Street, Medina Public Square Historic District, Medina, Medina County, Ohio, 44256, United States
[ Jun 19 2022 03:55:03:8352] | [+] Address at index 462 cleaned | Cleaned Address: 120, West Water Street, Sidney Courthouse Square Historic District, Sidney, Shelby County, Ohio, 45365, United States
[ Jun 19 2022 03:55:04:3686] | [+] Address at index 463 cleaned | Cleaned Address: 2, North Court Street, Athens, Athens County, Ohio, 45701, United States
[ Jun 19 2022 03:55:04:8707] | [+] Address at index 464 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:05:4147] | [+] Address at index 465 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:05:9450] | [+] Address at index 466 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:06:4943] | [+] Address at index 467 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:07:0066] | [+] Address at index 468 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:07:5458] | [+] Address at index 469 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:08:0830] | [+] Address at index 470 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:08:7381] | [+] Address at index 471 cleaned | Cleaned Address: Church Street, Sangerville, Piscataquis County, Maine, 04443, United States
[ Jun 19 2022 03:55:09:2452] | [+] Address at index 472 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:09:7882] | [+] Address at index 473 cleaned | Cleaned Address: 1685, Mariaville Road, Mariaville, Hancock County, Maine, 04605, United States
[ Jun 19 2022 03:55:10:2974] | [+] Address at index 474 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:10:8567] | [+] Address at index 475 cleaned | Cleaned Address: 130, Spring Street, Dexter, Penobscot County, Maine, 04930, United States
[ Jun 19 2022 03:55:11:3557] | [+] Address at index 476 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:12:0311] | [+] Address at index 477 cleaned | Cleaned Address: 70, East Main Street, East Denmark, Denmark, Oxford County, Maine, 04022, United States
[ Jun 19 2022 03:55:12:5324] | [+] Address at index 478 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
[ Jun 19 2022 03:55:13:0786] | [+] Address at index 479 cleaned | Cleaned Address: The Oasis Club, 63, School Street, Saco, York County, Maine, 04072, United States
[ Jun 19 2022 03:55:13:5962] | [+] Address at index 480 cleaned | Cleaned Address: Exception Raised: 'NoneType' object has no attribute 'address'
