name|address|city|state|zip_code|day|time|info
 San Carlos Peninsula Fellowship| 1133 Eaton Avenue|55128|55128|"
"|Monday at 12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 San Carlos Peninsula Fellowship| 1133 Eaton Avenue|San Carlos|CA|"
"|"Sunday|Monday|Tuesday"|"7:00:00 AM|7:00:00 AM|7:00:00 AM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 San Carlos Peninsula Fellowship| 1133 Eaton Avenue|55126|55126|"
"|Monday at 12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 218 W Cherry St, Rogers, AR 72756, USA| 218 W Cherry St|Rogers|AR|72756|Saturday|10:00:00 AM|Women's Open AA Meeting
 Pea Ridge United Methodist Church| 1209 N Davis St|Pea Ridge|AR|"
"|Wednesday|7:00:00 PM|Open Discussion Alcoholics Anonymous Meeting
 1455 South Birch Lake Blvd| 1455 S Birch Lake Blvd|White Bear Lake|MN|55110|Tuesday|6:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous
 St Kevin's Catholic Church 200 West Sproul Rd| 200 West Sproul Road|Springfield|PA|"
"|Sunday|8:00:00 PM|Open AA Discussion Meeting
 Media Borough Hall 301 North Jackson St (2nd Fl)| 301 North Jackson Street|Media|PA|"
"|Sunday|10:30:00 AM|Open AA Discussion Meeting, Secular, Wheelchair Access
 Reformation Lutheran Church 102 West Rose Tree Rd (& Rt 252)| 102 West Rose Tree Road|Media|PA|"
"|Sunday|8:00:00 PM|Closed, Men
 Aston Presbyterian Church 2401 Baldwin Run Dr| 2401 Baldwin Run Drive|Aston|PA|"
"|Saturday|10:00:00 AM|Open Big Book Meeting of Alcoholics Anonymous
 Calvary Resurrection Episcopal Church 667 Mount Rd (Rt 452)| 667 Mount Road|Aston|PA|"
"|Saturday|8:00:00 PM|Closed Discussion AA Meeting
 Reformation Lutheran Church 102 West Rose Tree Rd (& Rt 252)| 102 West Rose Tree Road|Media|PA|"
"|Saturday|7:30:00 PM|Open AA Discussion Meeting, Wheelchair Access
 Aston Presbyterian Church 2401 Baldwin Run Dr| 2401 Baldwin Run Drive|Aston|PA|"
"|Friday|8:00:00 PM|Open AA Speaker Meeting
 Christ Church 311 South Orange St (& Franklin)| 311 South Orange Street|Media|PA|"
"|Friday|12:30:00 PM|Open, Speaker, Wheelchair Access
 Unitarian Universalist Church 145 Rose Tree Rd| 145 West Rose Tree Road|Media|PA|"
"|"Friday|Friday"|"11:00:00 AM|11:00:00 AM"|"Open, Secular|Open, Secular"
 Nativity BVM Church 30 East Franklin St| 30 East Franklin Street|Media|PA|19063|Friday|7:30:00 PM|Open AA Step Meeting, Wheelchair Access
 St Timothy's Lutheran Church 535 Lamp Post Ln| 535 Lamp Post Lane|Aston|PA|"
"|Thursday|7:00:00 PM|Open Alcoholics Anonymous Meeting, Wheelchair Access, Women
 St Mary Magdalen's Rectory 2400 Providence Rd (Back door)| 2400 North Providence Road|Media|PA|"
"|Thursday|7:00:00 PM|Open AA Step Meeting
 Delaware Valley Christian Church 535 North Middletown Rd| 535 North Old Middletown Road|Media|PA|"
"|"Thursday|Thursday"|"12:00:00 PM|12:00:00 PM"|"Open AA Discussion Meeting|Open AA Discussion Meeting"
 Christ Church 311 South Orange St (& Franklin)| 311 South Orange Street|Media|PA|"
"|"Wednesday|Wednesday"|"8:30:00 PM|8:30:00 PM"|"Open, Speaker, Wheelchair Access|Open, Speaker, Wheelchair Access"
 Mt Hope United Methodist Church 4020 Concord Rd| 4020 Concord Road|Aston|PA|"
"|Tuesday|8:00:00 PM|Open AA Discussion Meeting
 First Baptist Church 18 East Third St| 18 East 3rd Street|Media|PA|"
"|Tuesday|8:30:00 PM|Open Big Book Meeting of Alcoholics Anonymous
 Reformation Lutheran Church 102 West Rose Tree Rd (& Rt 252)| 102 West Rose Tree Road|Media|PA|"
"|"Tuesday|Tuesday"|"7:30:00 PM|7:30:00 PM"|"Closed Discussion AA Meeting, Women|Closed Discussion AA Meeting, Women"
 First United Methodist Church of Media 350 West State St| 350 West State Street|Media|PA|"
"|"Friday|Tuesday"|"6:00:00 PM|6:00:00 PM"|"Discussion, Open AA Discussion Meeting|Discussion, Open AA Discussion Meeting"
 Media Borough Hall 301 North Jackson St (2nd Fl)| 301 North Jackson Street|Media|PA|"
"|"Thursday|Friday|Sunday|Monday|Wednesday"|"7:00:00 AM|7:00:00 AM|7:00:00 AM|7:00:00 AM|7:00:00 AM"|"Open AA Discussion Meeting, Wheelchair Access|Open AA Discussion Meeting, Wheelchair Access|Open AA Discussion Meeting, Wheelchair Access|Open AA Discussion Meeting, Wheelchair Access|Open AA Step Meeting, Wheelchair Access"
 First Baptist Church of Media 3 East 3rd St (& Jackson)| 3 East 3rd Street|Media|PA|"
"|"Monday|Monday"|"8:30:00 PM|8:30:00 PM"|"Open Newcomer's AA Meeting, Wheelchair Access|Open Newcomer's AA Meeting, Wheelchair Access"
 Christ Church 311 South Orange St (& Franklin)| 311 South Orange Street|Media|PA|"
"|Monday|12:00:00 PM|Open Newcomer's AA Meeting, Wheelchair Access, Women
 Lima United Methodist Church 209 North Middletown Rd| 209 Middletown Road|Media|PA|"
"|Monday|8:00:00 PM|Closed Step AA Meeting
 Delaware Valley Christian Church 535 North Middletown Rd| 535 North Old Middletown Road|Media|PA|"
"|Monday|12:30:00 PM|Closed Step AA Meeting
 Blue Route Vineyard Church 425 West Front St| 425 West Front Street|Media|PA|"
"|Monday|7:00:00 PM|Open AA Speaker Meeting
 Carrier Clinic Conference Room| 252 Route 601|Belle Mead|NJ|"
"|Sunday|10:00 AM|Open Meeting Of Alcoholics Anonymous Discussion
 Newton Hospital Romano Conference Center| 175 High Street|Newton|NJ|"
"|Sunday|9:00 AM|Closed Discussion AA Meeting
 Delaware Valley United Methodist Church| 131 County Road 645|Hainesville|NJ|"
"|Sunday|7:30 PM|Closed Discussion AA Meeting
 St. John's School| 49 Bridge Street|Lambertville|NJ|08530|Sunday|8:00 PM|Open Speaker AA Meeting, Discussion
 Lakeside Community House| 137 Lakeside Blvd|Hamilton|NJ|"
"|Sunday|4:00 PM|Open Speaker AA Meeting
 Hope All Day Recovery Center| 600 S Odessa Ave|Egg Harbor City|NJ|"
"|Sunday|9:00:00 PM|AA Meeting Open Speaker With Wheelchair Access
 Allentown United Methodist Church| 23 Church Street|Allentown|NJ|08501|Saturday|2:00 PM|Open Speaker AA Meeting, Discussion
 Good Friend| 868 W. Bridge Street|Morrisville|PA|"
"|Friday|7:00 PM|Closed, Speaker
 Veterans Haven| 301 Spring Garden Rd|Hammonton|NJ|08037|Friday|6:30:00 PM|Big Book, Literature, Newcomer, Open Speaker AA Meeting, Step Meeting, Wheelchair Access
 First Presbyterian Church| 326 Bellevue Ave|Hammonton|NJ|08037|"Friday|Sunday"|"8:30:00 PM|7:30:00 PM"|"Open Discussion AA Meeting|Open Discussion AA Meeting, Wheelchair Access"
 Bacharach Institute for Rehab (Board Room)| 61 W Jimmie Leeds Rd|Pomona|NJ|08240|"Thursday|Tuesday"|"7:00:00 PM|8:00:00 PM"|"Open Discussion Meeting Alcoholics Anonymous|Unspecified AA Meeting"
 Nia Fellowship Baptist Church| 174 South Valley Rd.|West Orange|NJ|07052|Thursday|7:30 PM|Closed Big Book AA Meeting Step
 St. Stephen's Episcopal Church Hall| 31 W. 2nd St|Florence|NJ|"
"|Wednesday|7:30 PM|Open Discussion AA Meeting
 The 124 Club| 124 Montgomery Road|Skillman|NJ|08558|Tuesday|7:00 PM|Womens' AA Meeting, Step,
 United Presbyterian Church| 12 Yardville Hamilton Sq. Rd|Yardville|NJ|"
"|Tuesday|12:00 PM|Open Big Book AA Meeting
 Cranbury First Presbyterian Church| 22 South Main St.|Cranbury|NJ|08512|Tuesday|7:30 PM|Open, Beginner, Discussion
 Crosswicks United Methodist Church| Ward Avenue and Church Street|Crosswicks|NJ|08844|Tuesday|7:00 PM|Closed Step AA Meeting
 All Saints Episcopal Church Parish House| 15 Basking Ridge Road at Long Hill Road|Millington|NJ|"
"|"Tuesday|Monday|Tuesday|Thursday|Sunday|Friday|Saturday"|"8:00 PM|12:15 PM|12:15 PM|12:15 PM|7:00 PM|8:00 PM|8:00 PM"|"Closed Discussion AA Meeting|Closed Discussion AA Meeting|Closed Discussion AA Meeting|Closed Discussion AA Meeting|Open Meeting Of Alcoholics Anonymous Beginner Discussion|Open Meeting Of Alcoholics Anonymous Discussion|Open Meeting Of Alcoholics Anonymous Speaker Discussion"
 Praise Tabernacle| 2235 Ocean Heights Ave|Egg Harbor Township|NJ|"
"|"Tuesday|Monday|Wednesday|Thursday|Thursday|Friday"|"4:30:00 PM|6:30:00 AM|6:30:00 AM|4:30:00 PM|4:30:00 PM|6:30:00 AM"|"Open Big Book AA Meeting|Open Discussion Meeting Alcoholics Anonymous|Open Discussion Meeting Alcoholics Anonymous|Open Discussion Meeting Alcoholics Anonymous|Open Discussion Meeting Alcoholics Anonymous|Open Step Meeting of Alcoholics Anonymous"
 White Horse Inn| 3980 County Rd 563|Chatsworth|NJ|"
"|Monday|8:00:00 PM|As Bill Sees It, Literature, Open
 Good Friend| 868 W. Bridge Street|Morrisville|PA|"
"|Monday|8:00 PM|Closed, Speaker, Discussion
 St. Josephs Church| 9172 New Falls Road|Levittown Pa|NJ|"
"|Monday|7:00 PM|Closed AA Discussion Meeting
 First Presbyterian Church| 326 Bellevue Ave|Hammonton|NJ|08037|"Monday|Friday"|"7:00:00 PM|6:00:00 PM"|"Open Discussion AA Meeting, Spanish|Open Discussion AA Meeting, Spanish"
 Hope All Day Recovery Center| 600 S Odessa Ave|Egg Harbor City|NJ|"
"|Monday|6:30:00 PM|Closed
 North Sacramento Group| 2330 Fairfield St|Sacramento|CA|"
"|Sunday|2:00:00 PM|As Bill Sees It, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access
 Sharing and Caring| 4955 Marconi Ave|Carmichael|CA|"
"|S|urday|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access, Women
 North Sacramento Group| 2330 Fairfield St|Sacramento|CA|"
"|Saturday|10:00:00 AM|Men, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access
 Hope and Recovery| 477 El Camino Ave|55058|55058|95815|Friday at 7:00:00 PM|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access
 St. Stephen Amez Church| 1550 Grand Ave|55057|55057|95838|Friday at 7:00:00 PM|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access
 The Crossing Church| 1227 N Market Blvd|Natomas|CA|"
"|"Thursday|Saturday"|"6:30:00 PM|11:00:00 AM"|"Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access"
 Christ The King Retreat Center| 6520 Van Maren Ln|Citrus Heights|CA|95621|Wednesday|7:00:00 PM|Open Meeting of Alcoholics Anonymous
 Ascension Lutheran Church| 7607 Garden Gate Dr|Citrus Heights|CA|95621|Wednesday|7:30:00 PM|Open Meeting of Alcoholics Anonymous, Sign Language
 Hope and Recovery| 477 El Camino Ave|Sacramento|CA|95815|Wednesday|7:00:00 PM|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access, Women
 The Crossing Church| 1227 N Market Blvd|Natomas|CA|"
"|Wednesday|12:00:00 PM|AA Big Book Meeting, Open Meeting of Alcoholics Anonymous
 The Life Center @ Logan Park Apartments| 4141 Palm Ave|North Highlands|CA|"
"|Wednesday|6:30:00 PM|AA Big Book Meeting, Open Meeting of Alcoholics Anonymous, AA Speaker Meeting, AA Meeting With Wheelchair Access
 Roseville Alano Club| 111 5th St|Roseville|CA|"
"|"Thursday|Sunday|Monday|Tuesday|Tuesday|Wednesday|Friday|Friday|S|S"|"6:30:00 AM|6:30:00 AM|6:30:00 AM|6:30:00 AM|6:00:00 PM|6:30:00 AM|6:30:00 AM|6:00:00 PM|urday|urday"|"Closed AA Meeting|Closed AA Meeting, AA Meeting With Wheelchair Access|Closed AA Meeting, AA Meeting With Wheelchair Access|Closed AA Meeting, AA Meeting With Wheelchair Access|Closed AA Meeting, AA Meeting With Wheelchair Access|Closed AA Meeting, AA Meeting With Wheelchair Access|Closed AA Meeting, AA Meeting With Wheelchair Access|Closed AA Meeting, AA Meeting With Wheelchair Access|Closed AA Meeting, AA Meeting With Wheelchair Access|Closed AA Meeting, AA Meeting With Wheelchair Access"
 Peace Lutheran Church| 924 San Juan Rd|Natomas|CA|"
"|Tuesday|6:30:00 PM|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access, Women
 Peace Lutheran Church| 924 San Juan Rd|Natomas|CA|"
"|Tuesday|8:00:00 PM|Men, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access
 Sharing and Caring| 4955 Marconi Ave|Carmichael|CA|"
"|"Sunday|Monday|Wednesday|Sunday|Tuesday|Sunday|Sunday|Sunday|Monday|Monday|Tuesday|Tuesday|Tuesday|Wednesday|Wednesday|Wednesday|Thursday|Thursday|Thursday|Thursday|Friday|Friday|Friday|Friday|Friday|Saturday|Saturday|Saturday|Saturday|Saturday|Monday"|"8:00:00 PM|6:00:00 PM|12:00:00 PM|4:00:00 PM|10:00:00 PM|12:00:00 PM|6:00:00 PM|10:00:00 PM|12:00:00 PM|8:00:00 PM|12:00:00 PM|6:00:00 PM|8:00:00 PM|6:00:00 PM|8:00:00 PM|10:00:00 PM|12:00:00 PM|6:00:00 PM|8:00:00 PM|10:00:00 PM|12:00:00 PM|6:00:00 PM|8:00:00 PM|10:00:00 PM|12:00:00 AM|12:00:00 PM|6:00:00 PM|8:00:00 PM|10:00:00 PM|12:00:00 AM|10:00:00 PM"|"12 Steps & 12 Traditions AA Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|AA Big Book Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|AA Discussion Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Newcomer, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access, Young People's AA Meeting"
 North Sacramento Group| 2330 Fairfield St|Sacramento|CA|"
"|"Sunday|Wednesday|Saturday|Wednesday|Sunday|Monday|Monday|Tuesday|Tuesday|Wednesday|Thursday|Thursday|Friday|Friday|Saturday|Saturday"|"6:30:00 PM|7:00:00 PM|2:00:00 PM|5:00:00 PM|10:00:00 AM|12:00:00 PM|7:00:00 PM|12:00:00 PM|7:00:00 PM|12:00:00 PM|12:00:00 PM|7:00:00 PM|12:00:00 PM|7:00:00 PM|12:00:00 PM|7:00:00 PM"|"AA Big Book Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|AA Big Book Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|AA Discussion Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Newcomer, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access"
 Christ The King Retreat Center| 6520 Van Maren Ln|Citrus Heights|CA|95621|Monday|12:00:00 PM|Open Meeting of Alcoholics Anonymous
 Hope and Recovery| 477 El Camino Ave|Sacramento|CA|95815|"Tuesday|Monday|Thursday|Friday"|"6:00:00 PM|6:00:00 PM|6:00:00 PM|6:00:00 PM"|"Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access"
 Peace Lutheran Church| 924 San Juan Rd|Natomas|CA|"
"|"Sunday|Wednesday|Monday"|"5:00:00 PM|7:00:00 PM|8:00:00 PM"|"AA Big Book Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|AA Big Book Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access"
 North Highlands Fireside Group| 6201 Hillsdale Blvd|North Highlands|CA|"
"|Monday|7:00:00 PM|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access
 VA Clinic Bldg| 5342 Dudley Blvd|McClellan Park|CA|"
"|Monday|11:45:00 AM|Open Meeting of Alcoholics Anonymous
 Richland Group Fellowship Hall| 1924 Saint St|Richland|WA|99354|Wednesday|6:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous
 Immaculate Heart of Mary| 1000 Shipley Rd|N. Wilmington|DE|"
"|Sunday|8:00:00 PM|Closed Alcoholics Anonymous Discussion Meeting, LGBTQ, Speaker
 Emmanuel Orthodox Presbyterian Church| 1006 Wilson Rd|N. Wilmington|DE|"
"|Sunday|8:00:00 PM|Closed Alcoholics Anonymous Step Meeting
 Pace| 5171 W Woodmill Dr #9|Wilmington|DE|"
"|Sunday|11:00:00 AM|Open Discussion AA Meeting
 Church of the Holy Child| 2500 Naamans Rd|N. Wilmington|DE|"
"|Sunday|7:00:00 PM|Open Speaker AA Meeting, Wheelchair Access
 undefined| 2901 Northeast Blvd|Wilmington|DE|"
"|Sunday|7:00:00 PM|Open Discussion AA Meeting
 Westminster Presbyterian Church| 1502 W 13th St|Wilmington|DE|"
"|Sunday|8:00:00 PM|Open AA Big Book Meeting
 Nativity Preparatory School Cafeteria| 1515 Linden St|Wilmington|DE|19805|Sunday|8:30:00 AM|Closed AA Discussion Meeting, Speaker
 Alternating Step and Big Book| 1800 Fairfax Blvd|N. Wilmington|DE|"
"|"Saturday|Saturday"|"7:00:00 PM|7:00:00 PM"|"Big Book, Open Speaker AA Meeting, Step Meeting|Big Book, Open Speaker AA Meeting, Step Meeting"
 Calvary Presbyterian Church| 701 S Maryland Ave|Wilmington|DE|"
"|"Saturday|Saturday"|"7:00:00 PM|7:00:00 PM"|"Closed Alcoholics Anonymous Step Meeting|Closed Alcoholics Anonymous Step Meeting"
 Trinity Presbyterian Church| 1120 Darley Rd|N. Wilmington|DE|"
"|"Saturday|Saturday"|"6:30:00 PM|6:30:00 PM"|"Open Discussion AA Meeting|Open Discussion AA Meeting"
 VA Hospital| 1013 E 13th Ave|Bowling Green|KY|42101|Sunday|12:00:00 PM|Discussion, Open
 Westminster Presbyterian Church| 1502 W 13th St|Wilmington|DE|"
"|Saturday|8:00:00 PM|Open AA Big Book Meeting
 Unity Church| 2101 Lancaster Ave|Wilmington|DE|"
"|Saturday|10:00:00 AM|Open Discussion AA Meeting, Wheelchair Access
 Christ United Methodist Church| 6 N Clifton Ave|Elsmere|DE|"
"|Saturday|8:00:00 PM|Men's Closed Discussion AA Meeting
 St Marks United Methodist Church| 1700 Limestone Rd|Stanton|DE|"
"|Friday|8:00:00 PM|Closed AA Discussion Meeting, Men, Tradition Study
 Green Hill Presbyterian| 3112 Pennsylvania Ave|Wilmington|DE|"
"|Friday|6:30:00 PM|Discussion, Newcomer, Open, Wheelchair Access
 Northern Delaware Intergroup| 21 Trolley Square|Wilmington|DE|"
"|Thursday|5:30:00 PM|Open Discussion AA Meeting, Women
 Westminster Presbyterian Church| 1502 W 13th St|Wilmington|DE|"
"|Thursday|8:00:00 PM|Open Step Study - Alcoholics Anonymous
 Mount Joy United Methodist Church| 1945 E Guadalupe|TEMPE|AZ|85283|Tuesday|7:00:00 PM|Closed Discussion AA Meeting
 Unity Church| 2101 Lancaster Ave|Wilmington|DE|"
"|"Thursday|Thursday"|"6:30:00 PM|6:30:00 PM"|"Open, Women|Open, Women"
 Christ United Methodist Church| 6 N Clifton Ave|Elsmere|DE|"
"|Thursday|5:30:00 PM|Open Step Study - Alcoholics Anonymous
 Catherine of Siena Catholic Church| 2503 Centerville Rd|Wilmington|DE|"
"|"Monday|Friday|Sunday|Sunday"|"7:00:00 PM|7:00:00 PM|7:00:00 PM|7:00:00 PM"|"Open Discussion AA Meeting, Spanish, Speaker|Open Discussion AA Meeting, Spanish|Open Discussion AA Meeting, Spanish|Open Discussion AA Meeting, Spanish"
 Alternating Step and Big Book| 1800 Fairfax Blvd|N. Wilmington|DE|"
"|Wednesday|12:00:00 PM|Open, Women
 Mount Salem United Methodist Church| 2629 W 19th St|Wilmington|DE|"
"|Wednesday|7:00:00 PM|Big Book, Open Discussion AA Meeting, Speaker
 Green Hill Presbyterian| 3112 Pennsylvania Ave|Wilmington|DE|"
"|"Wednesday|Wednesday"|"7:00:00 PM|7:00:00 PM"|"Open Discussion AA Meeting, Step Meeting, Wheelchair Access|Open Discussion AA Meeting, Step Meeting, Wheelchair Access"
 Catholic Charities| 2601 W 4th St|Wilmington|DE|"
"|Wednesday|5:45:00 PM|Closed AA Discussion Meeting, Step Meeting, Women
 Unity Church| 2101 Lancaster Ave|Wilmington|DE|"
"|Wednesday|8:00:00 PM|Men's Closed Discussion AA Meeting
 St. Andrew's Church| N Shipley St & W 8th St|Wilmington|DE|"
"|"Friday|Wednesday|Tuesday|Monday"|"7:00:00 AM|7:00:00 AM|7:00:00 AM|7:00:00 AM"|"Open Discussion AA Meeting|Open Discussion AA Meeting|Open Discussion AA Meeting|Open Discussion AA Meeting"
 Resurrection Center| 3401 N Market St|Wilmington|DE|"
"|Tuesday|7:00:00 PM|Big Book, Discussion, Literature, Open Speaker AA Meeting, Step Meeting
 Unity Church| 2101 Lancaster Ave|Wilmington|DE|"
"|"Tuesday|Tuesday"|"12:00:00 PM|12:00:00 PM"|"Big Book, Open Discussion AA Meeting, Speaker, Step Meeting, Tradition Study|Big Book, Open Discussion AA Meeting, Speaker, Step Meeting, Tradition Study"
 Christ United Methodist Church| 6 N Clifton Ave|Elsmere|DE|"
"|Tuesday|5:30:00 PM|Open AA Big Book Meeting
 Twelve and Twelve Club| 2700 Washington St|Wilmington|DE|"
"|"Monday|Tuesday|Saturday|Wednesday|Friday|Friday"|"7:30:00 AM|7:30:00 AM|7:30:00 AM|7:30:00 AM|7:30:00 AM|7:30:00 AM"|"Closed Big Book AA Meeting - Alcoholics Anonymous|Closed Alcoholics Anonymous Discussion Meeting|Closed Alcoholics Anonymous Discussion Meeting|Closed Alcoholics Anonymous Step Meeting|Closed, Tradition Study|Closed, Tradition Study"
 Miracle Tabernacle| 428 E 4th St|Wilmington|DE|"
"|Monday|7:00:00 PM|Open Discussion AA Meeting
 The Episcopal Church of Saints Andrew and Matthew| 719 N Shipley St|Wilmington|DE|"
"|"Monday|Wednesday|Friday|Tuesday"|"12:00:00 PM|12:00:00 PM|12:00:00 PM|12:00:00 PM"|"Open Step Study - Alcoholics Anonymous|Open|Open Discussion AA Meeting|Open Discussion AA Meeting"
 Grace United Methodist Church| 900 Washington St|Wilmington|DE|"
"|"Sunday|Monday|Monday"|"8:00:00 PM|8:00:00 PM|8:00:00 PM"|"Open Discussion AA Meeting|Open Discussion AA Meeting|Closed AA Discussion Meeting, Newcomer"
 Trinity Episcopal Parish| 1108 N Adams St|Wilmington|DE|"
"|"Wednesday|Saturday|Tuesday|Friday|Monday"|"7:30:00 AM|7:30:00 AM|7:30:00 AM|7:30:00 AM|7:30:00 AM"|"Open Step Study - Alcoholics Anonymous, Wheelchair Access|Open Discussion AA Meeting, Wheelchair Access|Open Discussion AA Meeting, Wheelchair Access|Open AA Big Book Meeting|Open AA Big Book Meeting"
 Trinity Episcopal Parish| 1108 N Adams St|Wilmington|DE|"
"|"Wednesday|Monday|Friday|Thursday|Thursday"|"12:15:00 PM|12:15:00 PM|12:15:00 PM|12:15:00 PM|12:15:00 PM"|"Closed, Wheelchair Access|Closed AA Discussion Meeting, Wheelchair Access|Closed AA Discussion Meeting, Wheelchair Access|Closed Big Book AA Meeting - Alcoholics Anonymous|Closed Big Book AA Meeting - Alcoholics Anonymous"
 Trinity Episcopal Parish| 1108 N Adams St|Wilmington|DE|"
"|"Monday|Friday"|"5:30:00 PM|5:30:00 PM"|"Open Step Study - Alcoholics Anonymous|Open Discussion AA Meeting"
 Northern Delaware Intergroup| 21 Trolley Square|Wilmington|DE|"
"|Monday|10:30:00 AM|Literature, Open, Wheelchair Access, Women
 Westminster Presbyterian Church| 1502 W 13th St|Wilmington|DE|"
"|Monday|7:00:00 PM|Closed AA Discussion Meeting, Newcomer, Speaker
 Green Hill Presbyterian| 3112 Pennsylvania Ave|Wilmington|DE|"
"|Monday|5:00:00 PM|Open Discussion AA Meeting, Wheelchair Access
 Green Hill Presbyterian| 3112 Pennsylvania Ave|Wilmington|DE|"
"|Monday|7:00:00 PM|Closed Alcoholics Anonymous Discussion Meeting
 St. Elizabeth Ann Seaton| 2200 W Republic Rd|Springfield|MO|65807|Sunday|8:00:00 PM|Open Alcoholics Anonymous Meeting
